level,product_id,identifier,filename,feature_id,start_datetime,completion_datetime,center_lon,center_lat,time_bin,lat_band,lon_band,stratum,stratum_population_n,stratum_sample_n,inclusion_probability,design_weight,sample_order
L1C,5185,phisat_PHISAT-2_L1_000005185_20260425043308_20260425043311_A67963B8.zip,PHISAT-2_L1_000005185_20260425043308_20260425043311_A67963B8.zip,b2729dbd-d103-549e-91a3-b6c9696f3b8a,2026-04-25 04:33:08+00:00,2026-04-25 04:33:11+00:00,96.41045268,16.368637402,4,1,3,T4_A1_L3,65,1,0.015384615384615385,65.0,68
L1C,5287,phisat_PHISAT-2_L1_000005287_20260505093204_20260505093209_79E8C983.zip,PHISAT-2_L1_000005287_20260505093204_20260505093209_79E8C983.zip,eab1e697-5fe7-53ad-ade6-d47a9f831322,2026-05-05 09:32:04+00:00,2026-05-05 09:32:09+00:00,15.116727644,-23.588382534,4,0,2,T4_A0_L2,18,1,0.05555555555555555,18.0,69
L1C,5326,phisat_PHISAT-2_L1_000005326_20260510005944_20260510005947_3CDF6709.zip,PHISAT-2_L1_000005326_20260510005944_20260510005947_3CDF6709.zip,efd0b7c4-90f8-507b-b687-a5e0c64934fb,2026-05-10 00:59:44+00:00,2026-05-10 00:59:47+00:00,142.49408014,-35.602871138,5,0,3,T5_A0_L3,75,1,0.013333333333333334,75.0,70
L1C,5481,phisat_PHISAT-2_L1_000005481_20260521054324_20260521054335_D4DAE676.zip,PHISAT-2_L1_000005481_20260521054324_20260521054335_D4DAE676.zip,341a6b33-02bd-5da8-a059-2f061ea7da49,2026-05-21 05:43:24+00:00,2026-05-21 05:43:35+00:00,-97.064453558,-48.349206549,5,0,0,T5_A0_L0,19,1,0.05263157894736842,19.0,71
L1C,5492,phisat_PHISAT-2_L1_000005492_20260521185501_20260521185510_10AEC99E.zip,PHISAT-2_L1_000005492_20260521185501_20260521185510_10AEC99E.zip,f0426a87-1a0c-5af8-b764-f0c16a4e2da3,2026-05-21 18:55:01+00:00,2026-05-21 18:55:10+00:00,-82.194410911,78.638824789,5,2,1,T5_A2_L1,337,5,0.01483679525222552,67.39999999999999,72
L1C,5545,phisat_PHISAT-2_L1_000005545_20260527095929_20260527095932_BDC09FC3.zip,PHISAT-2_L1_000005545_20260527095929_20260527095932_BDC09FC3.zip,373f6175-b2db-5ae7-8e0f-485ffc8f4d29,2026-05-27 09:59:29+00:00,2026-05-27 09:59:32+00:00,18.388574983,48.259143791,5,2,2,T5_A2_L2,392,7,0.017857142857142856,56.0,73
L1C,5629,phisat_PHISAT-2_L1_000005629_20260604140019_20260604140022_3E4B5E87.zip,PHISAT-2_L1_000005629_20260604140019_20260604140022_3E4B5E87.zip,eaa3cd13-2f46-5555-85f1-340016967294,2026-06-04 14:00:19+00:00,2026-06-04 14:00:22+00:00,-30.410330372,67.883798559,5,2,1,T5_A2_L1,337,5,0.01483679525222552,67.39999999999999,74
L1C,5701,phisat_PHISAT-2_L1_000005701_20260609062811_20260609062822_AFB34BEA.zip,PHISAT-2_L1_000005701_20260609062811_20260609062822_AFB34BEA.zip,3c93818f-c3e0-51f2-ab78-af42236ea7eb,2026-06-09 06:28:11+00:00,2026-06-09 06:28:22+00:00,-115.935389579,0.233299726,5,1,0,T5_A1_L0,47,1,0.02127659574468085,47.0,75
L1C,5821,phisat_PHISAT-2_L1_000005821_20260616171219_20260616171230_071C5FA4.zip,PHISAT-2_L1_000005821_20260616171219_20260616171230_071C5FA4.zip,00e593ae-3007-5ab8-81f7-3e6f913dc780,2026-06-16 17:12:19+00:00,2026-06-16 17:12:30+00:00,85.632431204,-19.690164086,5,0,2,T5_A0_L2,45,1,0.022222222222222223,45.0,76
L1C,5879,phisat_PHISAT-2_L1_000005879_20260620000238_20260620000248_FD636ECF.zip,PHISAT-2_L1_000005879_20260620000238_20260620000248_FD636ECF.zip,eb62c5cd-9674-5030-a6b7-bc09edd501e8,2026-06-20 00:02:38+00:00,2026-06-20 00:02:48+00:00,-46.167540518,73.113484067,5,2,1,T5_A2_L1,337,5,0.01483679525222552,67.39999999999999,77
L1C,5891,phisat_PHISAT-2_L1_000005891_20260620155833_20260620155836_E3656957.zip,PHISAT-2_L1_000005891_20260620155833_20260620155836_E3656957.zip,004b9d95-a2b5-5a13-9f75-a806b01d0a9d,2026-06-20 15:58:33+00:00,2026-06-20 15:58:36+00:00,-69.671579196,48.1803943,5,2,1,T5_A2_L1,337,5,0.01483679525222552,67.39999999999999,78
L1C,5970,phisat_PHISAT-2_L1_000005970_20260625151839_20260625151843_BBF4DE42.zip,PHISAT-2_L1_000005970_20260625151839_20260625151843_BBF4DE42.zip,f5834200-6bb9-5d16-a682-76b56bcdacee,2026-06-25 15:18:39+00:00,2026-06-25 15:18:43+00:00,-64.638792242,18.314766978,5,1,1,T5_A1_L1,203,2,0.009852216748768473,101.5,79
L1C,6004,phisat_PHISAT-2_L1_000006004_20260628013003_20260628013006_72F98DC9.zip,PHISAT-2_L1_000006004_20260628013003_20260628013006_72F98DC9.zip,b6c59205-130c-5b5e-8cd8-2a8a909ba09b,2026-06-28 01:30:03+00:00,2026-06-28 01:30:06+00:00,137.092421782,-17.784136703,5,1,3,T5_A1_L3,142,2,0.014084507042253521,71.0,80
L1C,6102,phisat_PHISAT-2_L1_000006102_20260705040952_20260705040955_5820AEEE.zip,PHISAT-2_L1_000006102_20260705040952_20260705040955_5820AEEE.zip,3587558d-b8f3-5633-a94e-056e2604360d,2026-07-05 04:09:52+00:00,2026-07-05 04:09:55+00:00,106.859887628,47.880027146,5,2,3,T5_A2_L3,203,2,0.009852216748768473,101.5,81
L1C,6233,phisat_PHISAT-2_L1_000006233_20260712101658_20260712101700_234C0B47.zip,PHISAT-2_L1_000006233_20260712101658_20260712101700_234C0B47.zip,99ed7558-b923-508d-8786-99d3fe51fcf9,2026-07-12 10:16:58+00:00,2026-07-12 10:17:00+00:00,15.054005861,37.802719124,5,2,2,T5_A2_L2,392,7,0.017857142857142856,56.0,82
L1C,6539,phisat_PHISAT-2_L1_000006539_20260727200949_20260727200957_84F44E41.zip,PHISAT-2_L1_000006539_20260727200949_20260727200957_84F44E41.zip,f40d602a-d290-5180-9b08-715a6fc67364,2026-07-27 20:09:49+00:00,2026-07-27 20:09:57+00:00,-92.871296554,80.06424602,5,2,0,T5_A2_L0,248,3,0.012096774193548387,82.66666666666667,83
L1C,6768,phisat_PHISAT-2_L1_000006768_20260811051726_20260811051729_E28C8897.zip,PHISAT-2_L1_000006768_20260811051726_20260811051729_E28C8897.zip,f25c1bbf-b27b-5abc-b01a-fb571a962e72,2026-08-11 05:17:26+00:00,2026-08-11 05:17:29+00:00,90.623185894,40.137559404,5,2,3,T5_A2_L3,203,2,0.009852216748768473,101.5,84
L1C,6826,phisat_PHISAT-2_L1_000006826_20260814053152_20260814053155_37638EDC.zip,PHISAT-2_L1_000006826_20260814053152_20260814053155_37638EDC.zip,64020190-8d64-51c9-99fc-bd94d265c1ce,2026-08-14 05:31:52+00:00,2026-08-14 05:31:55+00:00,80.259564102,13.055916615,5,1,2,T5_A1_L2,126,1,0.007936507936507936,126.0,85
L1C,6902,phisat_PHISAT-2_L1_000006902_20260817193609_20260817193612_5BA46056.zip,PHISAT-2_L1_000006902_20260817193609_20260817193612_5BA46056.zip,64a12540-b6b9-5742-aaa1-ccbaefe78f2e,2026-08-17 19:36:09+00:00,2026-08-17 19:36:12+00:00,-122.474091265,48.699139134,5,2,0,T5_A2_L0,248,3,0.012096774193548387,82.66666666666667,86
L1C,6939,phisat_PHISAT-2_L1_000006939_20260819153108_20260819153112_166CB0F6.zip,PHISAT-2_L1_000006939_20260819153108_20260819153112_166CB0F6.zip,8f65f7a9-a4fb-549c-a447-3f83ee4f2b08,2026-08-19 15:31:08+00:00,2026-08-19 15:31:12+00:00,-63.692930344,44.651833686,5,2,1,T5_A2_L1,337,5,0.01483679525222552,67.39999999999999,87
L1C,6971,phisat_PHISAT-2_L1_000006971_20260821003923_20260821003925_4019CC92.zip,PHISAT-2_L1_000006971_20260821003923_20260821003925_4019CC92.zip,d9f39f4a-36bb-5c09-a095-e4d81204204f,2026-08-21 00:39:23+00:00,2026-08-21 00:39:25+00:00,152.169708866,-4.474587016,5,1,3,T5_A1_L3,142,2,0.014084507042253521,71.0,88
L1C,7064,phisat_PHISAT-2_L1_000007064_20260825092709_20260825092711_FB83741A.zip,PHISAT-2_L1_000007064_20260825092709_20260825092711_FB83741A.zip,046779f0-20f7-5358-99de-74aa32bd91f1,2026-08-25 09:27:09+00:00,2026-08-25 09:27:11+00:00,30.880303436,50.282519899,5,2,2,T5_A2_L2,392,7,0.017857142857142856,56.0,89
L1C,7085,phisat_PHISAT-2_L1_000007085_20260826073050_20260826073053_9BAEA96F.zip,PHISAT-2_L1_000007085_20260826073050_20260826073053_9BAEA96F.zip,33f9698c-fcf5-5d61-a415-8949ba8504f0,2026-08-26 07:30:50+00:00,2026-08-26 07:30:53+00:00,54.41578651,24.365498221,5,2,2,T5_A2_L2,392,7,0.017857142857142856,56.0,90
L1C,7202,phisat_PHISAT-2_L1_000007202_20260831144128_20260831144131_B699680E.zip,PHISAT-2_L1_000007202_20260831144128_20260831144131_B699680E.zip,aa0b7dba-1ddc-5afb-9288-916a54f77f0a,2026-08-31 14:41:28+00:00,2026-08-31 14:41:31+00:00,-61.204820556,-20.67779378,5,0,1,T5_A0_L1,54,1,0.018518518518518517,54.0,91
L1C,7214,phisat_PHISAT-2_L1_000007214_20260901091222_20260901091225_094FDBD9.zip,PHISAT-2_L1_000007214_20260901091222_20260901091225_094FDBD9.zip,10e1d67d-c889-5dd3-8670-d4ea840d0390,2026-09-01 09:12:22+00:00,2026-09-01 09:12:25+00:00,33.952515852,46.60186456,5,2,2,T5_A2_L2,392,7,0.017857142857142856,56.0,92
L1C,7218,phisat_PHISAT-2_L1_000007218_20260901121150_20260901121153_0ABCCE9C.zip,PHISAT-2_L1_000007218_20260901121150_20260901121153_0ABCCE9C.zip,ef3b1ba0-c45d-5c8c-a359-5f0d4d2434c4,2026-09-01 12:11:50+00:00,2026-09-01 12:11:53+00:00,14.055173864,77.845685658,5,2,2,T5_A2_L2,392,7,0.017857142857142856,56.0,93
L1C,7244,phisat_PHISAT-2_L1_000007244_20260902120011_20260902120014_2A687717.zip,PHISAT-2_L1_000007244_20260902120011_20260902120014_2A687717.zip,7e333a34-37a0-5ee9-8839-a0af00894dd5,2026-09-02 12:00:11+00:00,2026-09-02 12:00:14+00:00,-16.728540615,13.378244346,5,1,1,T5_A1_L1,203,2,0.009852216748768473,101.5,94
L1C,7279,phisat_PHISAT-2_L1_000007279_20260904074955_20260904074958_1A2B7947.zip,PHISAT-2_L1_000007279_20260904074955_20260904074958_1A2B7947.zip,f8151878-bc4d-5056-a1b2-25f2c8645af1,2026-09-04 07:49:55+00:00,2026-09-04 07:49:58+00:00,48.597373338,27.77407965,5,2,2,T5_A2_L2,392,7,0.017857142857142856,56.0,95
L1C,7339,phisat_PHISAT-2_L1_000007339_20260906191359_20260906191407_6FF8D90C.zip,PHISAT-2_L1_000007339_20260906191359_20260906191407_6FF8D90C.zip,dcca9d5d-06a1-5f71-94ec-51c8478e2344,2026-09-06 19:13:59+00:00,2026-09-06 19:14:07+00:00,-109.828566276,64.966543049,5,2,0,T5_A2_L0,248,3,0.012096774193548387,82.66666666666667,96
